,index,loss,accuracy,type,epoch
73,73.0,1.4618676767759786,0.473575,train,73
74,74.0,1.4561908626225508,0.476075,train,74
75,75.0,1.4505573033246602,0.47765,train,75
76,76.0,1.4449605928011264,0.48075,train,76
77,77.0,1.4393942016435195,0.483075,train,77
78,78.0,1.433850497669257,0.484625,train,78
79,79.0,1.4283256964595217,0.485925,train,79
80,80.0,1.4228221969227333,0.48725,train,80
81,81.0,1.4173455927388052,0.48925,train,81
82,82.0,1.4118997862632336,0.4912,train,82
83,83.0,1.4064852647292132,0.493425,train,83
84,84.0,1.401099075238574,0.4946,train,84
85,0.0,2.264986830029651,0.1446,val,0
86,1.0,2.2622787402539113,0.1454,val,1
87,2.0,2.2594645015013204,0.1468,val,2
88,3.0,2.2564465777302822,0.1489,val,3
89,4.0,2.253252137508786,0.1512,val,4
90,5.0,2.2499068196835434,0.15,val,5
91,6.0,2.2463322830083134,0.1524,val,6
92,7.0,2.242338781656979,0.1551,val,7
93,8.0,2.2376810297810166,0.1556,val,8
94,9.0,2.2318183775032603,0.1524,val,9
95,10.0,2.2236498063830488,0.155,val,10
96,11.0,2.209895667674008,0.1561,val,11
97,12.0,2.1777492773589873,0.1635,val,12
98,13.0,2.1265700348858583,0.1778,val,13
99,14.0,2.087809897783474,0.1891,val,14
100,15.0,2.063360665105672,0.2063,val,15
101,16.0,2.041558123844333,0.2141,val,16
102,17.0,2.0237975463160467,0.2201,val,17
103,18.0,2.0109552401467727,0.2233,val,18
104,19.0,2.0022759778587838,0.226,val,19
105,20.0,1.9949959574946525,0.2296,val,20
106,21.0,1.9869270629606726,0.2358,val,21
107,22.0,1.9763344608140503,0.2415,val,22
108,23.0,1.9610542682231447,0.2532,val,23
109,24.0,1.939989660020787,0.2769,val,24
110,25.0,1.9164545307059042,0.2972,val,25
111,26.0,1.8952469360774302,0.3108,val,26
112,27.0,1.877910709100594,0.3232,val,27
113,28.0,1.8646794624363026,0.3294,val,28
114,29.0,1.8539950063479296,0.3341,val,29
115,30.0,1.8444737560791724,0.336,val,30
116,31.0,1.835807196740307,0.3386,val,31
117,32.0,1.8273515147076869,0.3424,val,32
118,33.0,1.8194809252479542,0.3467,val,33
119,34.0,1.812857044846971,0.3506,val,34
120,35.0,1.807467070428501,0.355,val,35
121,36.0,1.802930797867,0.3551,val,36
122,37.0,1.798850111097569,0.3583,val,37
123,38.0,1.7951240228931722,0.3601,val,38
124,39.0,1.7915935141070531,0.3609,val,39
125,40.0,1.7880006939182225,0.3629,val,40
126,41.0,1.7842524694853301,0.3644,val,41
127,42.0,1.7803581381806424,0.366,val,42
128,43.0,1.776310886053248,0.3667,val,43
129,44.0,1.7720736143245566,0.3686,val,44
130,45.0,1.7676083743988265,0.3714,val,45
131,46.0,1.7629051458029568,0.3724,val,46
132,47.0,1.7581361984227184,0.3743,val,47
133,48.0,1.7535053832753562,0.3778,val,48
134,49.0,1.7491964485852527,0.3799,val,49
135,50.0,1.745094415600202,0.3827,val,50
136,51.0,1.7413688112374643,0.3844,val,51
137,52.0,1.7380996634672072,0.3877,val,52
138,53.0,1.7352015441925768,0.3882,val,53
139,54.0,1.7325620638864752,0.3878,val,54
140,55.0,1.7301055583186848,0.3881,val,55
141,56.0,1.7278008582645628,0.3885,val,56
142,57.0,1.7256525239465086,0.3887,val,57
143,58.0,1.7236916503412802,0.3911,val,58
144,59.0,1.721965757510772,0.3923,val,59
145,60.0,1.7205187642047381,0.3924,val,60
146,61.0,1.719365723826781,0.3949,val,61
147,62.0,1.7184937720914615,0.3959,val,62
148,63.0,1.717885838546745,0.3967,val,63
149,64.0,1.7175436876058316,0.3978,val,64
150,65.0,1.7174813902426256,0.3976,val,65
151,66.0,1.7176791668138502,0.3994,val,66
152,67.0,1.7180982868400767,0.4016,val,67
153,68.0,1.718709515426211,0.4012,val,68
154,69.0,1.7194955807564785,0.4026,val,69
155,70.0,1.7204460209097583,0.4036,val,70
156,71.0,1.721553511297769,0.4039,val,71
157,72.0,1.7228135018120492,0.4034,val,72
158,73.0,1.7242230878025249,0.4034,val,73
159,74.0,1.7257784382717622,0.4027,val,74
160,75.0,1.7274717681683633,0.4031,val,75
161,76.0,1.7292889646316512,0.4031,val,76
162,77.0,1.7312140074175055,0.4024,val,77
163,78.0,1.7332363586166835,0.4016,val,78
164,79.0,1.7353534683644531,0.4024,val,79
165,80.0,1.7375704679884836,0.4019,val,80
166,81.0,1.7398956444945808,0.4013,val,81
167,82.0,1.7423349131287122,0.4019,val,82
168,83.0,1.7448901103434706,0.4024,val,83
169,84.0,1.7475589146660222,0.4026,val,84
0,,1.7150583505854415,0.3952,test,-1
