,index,loss,accuracy,type,epoch
117,117.0,1.285100520437144,0.579125,train,117
118,118.0,1.283137947811794,0.58005,train,118
119,119.0,1.2811911155704003,0.58115,train,119
120,0.0,2.2622299673122606,0.1496,val,0
121,1.0,2.248667830664163,0.1584,val,1
122,2.0,2.2200210913481557,0.1721,val,2
123,3.0,2.170889018268556,0.195,val,3
124,4.0,2.0917526117608976,0.2355,val,4
125,5.0,2.028732152990857,0.2622,val,5
126,6.0,1.974016824630569,0.2801,val,6
127,7.0,1.9244880677471408,0.3055,val,7
128,8.0,1.8821468711693834,0.3325,val,8
129,9.0,1.8464750188943349,0.3483,val,9
130,10.0,1.8169865147139215,0.3621,val,10
131,11.0,1.79274296838367,0.3712,val,11
132,12.0,1.7720196212571333,0.381,val,12
133,13.0,1.7539478661717247,0.3896,val,13
134,14.0,1.7387200868819552,0.3957,val,14
135,15.0,1.7259916408439349,0.4014,val,15
136,16.0,1.7150345672631746,0.4044,val,16
137,17.0,1.7053314527318362,0.4067,val,17
138,18.0,1.6966285374825052,0.4101,val,18
139,19.0,1.6887438876296539,0.414,val,19
140,20.0,1.681609870533464,0.4178,val,20
141,21.0,1.6751609324798198,0.4194,val,21
142,22.0,1.6692958689053605,0.4207,val,22
143,23.0,1.6639113813893138,0.4234,val,23
144,24.0,1.6589018847611554,0.4236,val,24
145,25.0,1.6541977483425188,0.4251,val,25
146,26.0,1.6497865126857352,0.4279,val,26
147,27.0,1.6456807024598463,0.4285,val,27
148,28.0,1.641884031021018,0.4293,val,28
149,29.0,1.6383791764306919,0.4311,val,29
150,30.0,1.635136343108301,0.432,val,30
151,31.0,1.632126073542108,0.434,val,31
152,32.0,1.629323568899434,0.4361,val,32
153,33.0,1.6267080893484704,0.4364,val,33
154,34.0,1.624261045146073,0.437,val,34
155,35.0,1.621964440467405,0.4373,val,35
156,36.0,1.6198015615528938,0.438,val,36
157,37.0,1.6177577528404368,0.4395,val,37
158,38.0,1.6158201958185414,0.4407,val,38
159,39.0,1.613977093444375,0.4413,val,39
160,40.0,1.6122169037133192,0.4425,val,40
161,41.0,1.610528109058134,0.4435,val,41
162,42.0,1.6088994455576484,0.4446,val,42
163,43.0,1.6073201174594514,0.4444,val,43
164,44.0,1.6057799328514064,0.445,val,44
165,45.0,1.6042696340603626,0.445,val,45
166,46.0,1.6027812245799151,0.4456,val,46
167,47.0,1.6013077015729116,0.4461,val,47
168,48.0,1.5998422580361291,0.4458,val,48
169,49.0,1.5983780135746104,0.4461,val,49
170,50.0,1.5969095103750122,0.4461,val,50
171,51.0,1.5954369841980265,0.446,val,51
172,52.0,1.5939698952927812,0.4455,val,52
173,53.0,1.5925208040871521,0.4454,val,53
174,54.0,1.5910972292000425,0.4452,val,54
175,55.0,1.5897022292414624,0.4454,val,55
176,56.0,1.5883370069705982,0.4463,val,56
177,57.0,1.5870018080333315,0.4466,val,57
178,58.0,1.5856963842264196,0.4461,val,58
179,59.0,1.5844208910455526,0.4463,val,59
180,60.0,1.5831766996518966,0.4468,val,60
181,61.0,1.5819658848340077,0.4472,val,61
182,62.0,1.5807899807835737,0.4483,val,62
183,63.0,1.5796493782370575,0.4493,val,63
184,64.0,1.5785434253302704,0.4496,val,64
185,65.0,1.5774708820977306,0.4502,val,65
186,66.0,1.5764303134123905,0.4506,val,66
187,67.0,1.5754202586660628,0.4507,val,67
188,68.0,1.5744392826272602,0.4505,val,68
189,69.0,1.5734860162942994,0.4513,val,69
190,70.0,1.5725592136060143,0.4512,val,70
191,71.0,1.5716578066096771,0.451,val,71
192,72.0,1.5707809395823384,0.4512,val,72
193,73.0,1.5699279637714827,0.4517,val,73
194,74.0,1.5690983752553698,0.4522,val,74
195,75.0,1.5682916873584387,0.4532,val,75
196,76.0,1.567507242953611,0.4541,val,76
197,77.0,1.5667440207906438,0.4548,val,77
198,78.0,1.5660005675047608,0.4552,val,78
199,79.0,1.5652751385646655,0.4555,val,79
200,80.0,1.5645659410317747,0.4553,val,80
201,81.0,1.5638713183410573,0.4553,val,81
202,82.0,1.5631898242747668,0.4564,val,82
203,83.0,1.5625202074506979,0.4563,val,83
204,84.0,1.561861364229561,0.457,val,84
205,85.0,1.5612123266881388,0.4574,val,85
206,86.0,1.5605723162614968,0.4579,val,86
207,87.0,1.5599408954186842,0.4583,val,87
208,88.0,1.5593182721606347,0.4582,val,88
209,89.0,1.558705434891989,0.4593,val,89
210,90.0,1.55810358837469,0.4595,val,90
211,91.0,1.5575134279417662,0.4597,val,91
212,92.0,1.5569350294984166,0.4596,val,92
213,93.0,1.556368109614916,0.4602,val,93
214,94.0,1.5558122226149649,0.4607,val,94
215,95.0,1.555266841412105,0.4616,val,95
216,96.0,1.554731393241884,0.4613,val,96
217,97.0,1.554205276066596,0.4622,val,97
218,98.0,1.55368786155298,0.4617,val,98
219,99.0,1.553178499446031,0.4616,val,99
220,100.0,1.5526765382057004,0.4618,val,100
221,101.0,1.5521813645836857,0.462,val,101
222,102.0,1.5516924545713646,0.4619,val,102
223,103.0,1.5512094254893272,0.4613,val,103
224,104.0,1.5507320768136874,0.4618,val,104
225,105.0,1.5502604004244238,0.4622,val,105
226,106.0,1.5497945392273371,0.4624,val,106
227,107.0,1.5493346946734945,0.4624,val,107
228,108.0,1.5488810228542464,0.4629,val,108
229,109.0,1.5484335718448596,0.4625,val,109
230,110.0,1.547992276216828,0.4624,val,110
231,111.0,1.5475569821782467,0.4627,val,111
232,112.0,1.5471274733000218,0.4631,val,112
233,113.0,1.5467034874279235,0.4633,val,113
234,114.0,1.5462847289433954,0.4634,val,114
235,115.0,1.5458708810724389,0.4642,val,115
236,116.0,1.5454616190231563,0.4642,val,116
237,117.0,1.5450566224968536,0.465,val,117
238,118.0,1.5446555865215037,0.4655,val,118
239,119.0,1.5442582311673727,0.4649,val,119
0,,1.5477904133724945,0.4657,test,-1
