,index,loss,accuracy,type,epoch
129,29.0,1.791691515406139,0.3667,val,29
130,30.0,1.7828019652817024,0.3714,val,30
131,31.0,1.7744623821736714,0.3731,val,31
132,32.0,1.7666403712663836,0.3759,val,32
133,33.0,1.7592972669644613,0.3774,val,33
134,34.0,1.7523821840227993,0.3815,val,34
135,35.0,1.7458398362455314,0.3845,val,35
136,36.0,1.7396206140784838,0.3882,val,36
137,37.0,1.7336853372440277,0.3927,val,37
138,38.0,1.7280058858206466,0.3951,val,38
139,39.0,1.7225658860123894,0.3975,val,39
140,40.0,1.7173585123103534,0.4013,val,40
141,41.0,1.7123772847242265,0.4036,val,41
142,42.0,1.7076124730749351,0.4066,val,42
143,43.0,1.703054874507332,0.4079,val,43
144,44.0,1.6986978878936094,0.4086,val,44
145,45.0,1.6945365040065596,0.4101,val,45
146,46.0,1.6905653782503218,0.4113,val,46
147,47.0,1.6867773092054974,0.4127,val,47
148,48.0,1.6831629274342543,0.4155,val,48
149,49.0,1.679711383558706,0.4167,val,49
150,50.0,1.6764112078654376,0.4172,val,50
151,51.0,1.673250917611496,0.418,val,51
152,52.0,1.6702193824175047,0.4193,val,52
153,53.0,1.667306080606239,0.4202,val,53
154,54.0,1.6645013191701339,0.4218,val,54
155,55.0,1.661796403072972,0.4232,val,55
156,56.0,1.6591837119462012,0.4239,val,56
157,57.0,1.6566566671862235,0.4247,val,57
158,58.0,1.6542096084752298,0.4257,val,58
159,59.0,1.6518376205478347,0.4265,val,59
160,60.0,1.6495363548637656,0.4271,val,60
161,61.0,1.6473018817124125,0.4278,val,61
162,62.0,1.6451305919448387,0.428,val,62
163,63.0,1.6430191486506687,0.4291,val,63
164,64.0,1.640964471626232,0.4302,val,64
165,65.0,1.638963729391258,0.4305,val,65
166,66.0,1.63701432079308,0.4311,val,66
167,67.0,1.6351138434977588,0.4315,val,67
168,68.0,1.6332600569156404,0.4329,val,68
169,69.0,1.6314508481043437,0.4337,val,69
170,70.0,1.6296842054054603,0.4335,val,70
171,71.0,1.6279582009773552,0.4336,val,71
172,72.0,1.6262709816528462,0.4339,val,72
173,73.0,1.6246207671743282,0.4353,val,73
174,74.0,1.6230058547389696,0.4348,val,74
175,75.0,1.621424628011751,0.4353,val,75
176,76.0,1.6198755673647383,0.4351,val,76
177,77.0,1.6183572572364866,0.4354,val,77
178,78.0,1.6168683873731213,0.4353,val,78
179,79.0,1.6154077472729995,0.4361,val,79
180,80.0,1.6139742160842574,0.4364,val,80
181,81.0,1.6125667518585782,0.4371,val,81
182,82.0,1.6111843835601871,0.4373,val,82
183,83.0,1.6098262070265583,0.4378,val,83
184,84.0,1.6084913836533876,0.439,val,84
185,85.0,1.607179139312034,0.4395,val,85
186,86.0,1.605888761319299,0.4404,val,86
187,87.0,1.6046195926752695,0.4413,val,87
188,88.0,1.603371024418058,0.4418,val,88
189,89.0,1.602142488052985,0.4434,val,89
190,90.0,1.600933450163999,0.444,val,90
191,91.0,1.5997434105412307,0.4444,val,91
192,92.0,1.5985719039194612,0.4446,val,92
193,93.0,1.5974185043047655,0.4455,val,93
194,94.0,1.5962828302440568,0.4458,val,94
195,95.0,1.5951645493210056,0.447,val,95
196,96.0,1.59406338051291,0.4467,val,96
197,97.0,1.592979093647047,0.447,val,97
198,98.0,1.59191150588153,0.4476,val,98
199,99.0,1.5908604757302809,0.4475,val,99
0,,1.5919423928764567,0.4452,test,-1
