,index,loss,accuracy,type,epoch
0,0.0,2.2656739170018305,0.14485,train,0
1,1.0,2.258226305607401,0.15175,train,1
2,2.0,2.241407718631557,0.163175,train,2
3,3.0,2.2096008232151054,0.18135,train,3
4,4.0,2.1538482563531676,0.21175,train,4
5,5.0,2.074924052994261,0.24925,train,5
6,6.0,2.01564341920718,0.270775,train,6
7,7.0,1.9693877274075542,0.284425,train,7
8,8.0,1.9318090903494363,0.301125,train,8
9,9.0,1.8976356548036755,0.31915,train,9
10,10.0,1.8629369158038396,0.337775,train,10
11,11.0,1.8288328922043715,0.353625,train,11
12,12.0,1.7975335204632494,0.36655,train,12
13,13.0,1.7705380586974822,0.37775,train,13
14,14.0,1.7481667446368214,0.38645,train,14
15,15.0,1.7294428173420187,0.396175,train,15
16,16.0,1.7132706490121465,0.4018,train,16
17,17.0,1.6988660277518302,0.4064,train,17
18,18.0,1.6857770037156947,0.4109,train,18
19,19.0,1.673662236001344,0.415675,train,19
20,20.0,1.6623631659155187,0.4201,train,20
21,21.0,1.651759582471837,0.424725,train,21
22,22.0,1.6417679044579454,0.4293,train,22
23,23.0,1.6323238910888043,0.434225,train,23
24,24.0,1.6233564788002643,0.437275,train,24
25,25.0,1.6148047666984262,0.441025,train,25
26,26.0,1.6066360194475764,0.443725,train,26
27,27.0,1.5988240608805284,0.4463,train,27
28,28.0,1.5913217439875815,0.4484,train,28
29,29.0,1.5840794017391897,0.450625,train,29
30,30.0,1.5770585030242863,0.45405,train,30
31,31.0,1.5702216035045697,0.456525,train,31
32,32.0,1.563534702618098,0.458525,train,32
33,33.0,1.556971677304585,0.46055,train,33
34,34.0,1.5505169999929744,0.462825,train,34
35,35.0,1.5441617123488887,0.464625,train,35
36,36.0,1.537897536898022,0.46835,train,36
37,37.0,1.531715339139326,0.471075,train,37
38,38.0,1.5256015225805866,0.47385,train,38
39,39.0,1.5195431998276707,0.476625,train,39
40,40.0,1.5135432738653039,0.47795,train,40
41,41.0,1.507609526963788,0.479525,train,41
42,42.0,1.501747474448579,0.4821,train,42
43,43.0,1.495960904450668,0.484275,train,43
44,44.0,1.4902530668286247,0.4869,train,44
45,45.0,1.484622166083307,0.48865,train,45
46,46.0,1.4790666628482076,0.4905,train,46
47,47.0,1.4735795646685246,0.4923,train,47
48,48.0,1.468166072376057,0.4942,train,48
49,49.0,1.4628278025060768,0.496175,train,49
50,50.0,1.4575596875254333,0.498025,train,50
51,51.0,1.452355812630365,0.4997,train,51
52,52.0,1.447210459331975,0.50165,train,52
53,53.0,1.4421189512863186,0.5035,train,53
54,54.0,1.437078013174985,0.50545,train,54
55,55.0,1.432085429252235,0.507125,train,55
56,56.0,1.427139774758862,0.508975,train,56
57,57.0,1.4222402014933284,0.510975,train,57
58,58.0,1.4173861472829372,0.512675,train,58
59,0.0,2.2633029730036345,0.1431,val,0
60,1.0,2.2533737980303754,0.1498,val,1
61,2.0,2.227475758795188,0.1696,val,2
62,3.0,2.1864511963536306,0.1951,val,3
63,4.0,2.1093451355506287,0.2359,val,4
64,5.0,2.0415079462935064,0.2621,val,5
65,6.0,1.989687201793622,0.2871,val,6
66,7.0,1.9490966972749193,0.2989,val,7
67,8.0,1.9160225065319638,0.3085,val,8
68,9.0,1.8836444771083334,0.3307,val,9
69,10.0,1.851149853333653,0.3494,val,10
70,11.0,1.8201471821787327,0.3612,val,11
71,12.0,1.7924553010776312,0.3764,val,12
72,13.0,1.7709489789338215,0.3819,val,13
73,14.0,1.7543536954627645,0.387,val,14
74,15.0,1.740770227952622,0.3918,val,15
75,16.0,1.7292899255452754,0.3976,val,16
76,17.0,1.7194287430703072,0.3997,val,17
77,18.0,1.7107761513243873,0.4025,val,18
78,19.0,1.7030059602451868,0.4055,val,19
79,20.0,1.6958481253501647,0.4101,val,20
80,21.0,1.6892693921674304,0.4118,val,21
81,22.0,1.6833028259166705,0.4132,val,22
82,23.0,1.6777943179404817,0.4154,val,23
83,24.0,1.6727016110511845,0.4176,val,24
84,25.0,1.66808591766123,0.42,val,25
85,26.0,1.6639489264621465,0.4208,val,26
86,27.0,1.6602207718177582,0.423,val,27
87,28.0,1.6568611700617402,0.4248,val,28
88,29.0,1.6538456745859322,0.4245,val,29
89,30.0,1.6511420853953815,0.4254,val,30
90,31.0,1.648721481012802,0.425,val,31
91,32.0,1.646549513248951,0.4248,val,32
92,33.0,1.6445939028204153,0.426,val,33
93,34.0,1.6428337085001408,0.427,val,34
94,35.0,1.6412619418826613,0.4257,val,35
95,36.0,1.6398866003825343,0.4271,val,36
96,37.0,1.638707001855462,0.4281,val,37
97,38.0,1.6376867614717165,0.4289,val,38
98,39.0,1.636785964027983,0.4288,val,39
99,40.0,1.6359931597862856,0.4293,val,40
100,41.0,1.635284272198284,0.4312,val,41
101,42.0,1.6346170649326761,0.4335,val,42
102,43.0,1.6339809808655923,0.4331,val,43
103,44.0,1.6333723836968825,0.4337,val,44
104,45.0,1.632807709689672,0.4343,val,45
105,46.0,1.6323247928570583,0.4345,val,46
106,47.0,1.631924083883405,0.4345,val,47
107,48.0,1.6315936422099704,0.4347,val,48
108,49.0,1.6313129006441152,0.4357,val,49
109,50.0,1.6310712231027156,0.4366,val,50
110,51.0,1.6308669543532208,0.4381,val,51
111,52.0,1.6307041304510903,0.4366,val,52
112,53.0,1.630590169361843,0.4367,val,53
113,54.0,1.6305334572282661,0.4375,val,54
114,55.0,1.6305410585703908,0.4375,val,55
115,56.0,1.6306179791979998,0.4381,val,56
116,57.0,1.6307681297630947,0.4393,val,57
117,58.0,1.6309946924621659,0.439,val,58
0,,1.6608999319324536,0.4283,test,-1
